"","x"
"750",0
"751",0.0374393947422504
"752",0
"753",0
"754",0
"755",0
"756",0
"757",0.0103731388226151
"758",0.0106479432433844
"759",0
"760",0
"761",0
"762",0.000825470488052815
"763",0
"764",0
"765",0.0205626115202904
"766",0
"767",0
"768",0
"769",0
"770",0
"771",0
"772",0
"773",0
"774",0
"775",0
"776",0
"777",0
"778",0
"779",0
"780",0
"781",0
"782",0
"783",0.0273729264736176
"784",0.208652913570404
"785",0
"786",0
"787",0
"788",0.183935165405273
"789",0.0102897146716714
"790",0
"791",0
"792",0
"793",0
"794",0
"795",0
"796",0
"797",0.135768458247185
"798",0
"799",0.0159540306776762
"800",0
"801",0
"802",0
"803",0.028244512155652
"804",0.0743673667311668
"805",0.0369309782981873
"806",0
"807",0.000157574802869931
"808",0.000408275227528065
"809",0
"810",0
"811",0
"812",0
"813",0.307019114494324
"814",0
"815",0.152952805161476
"816",0.013824699446559
"817",0.0100229755043983
"818",0
"819",0
"820",0
"821",0.00468856608495116
"822",0
"823",0.00518840411677957
"824",0
"825",0
"826",0
"827",0.16965539753437
"828",0
"829",0
"830",0
"831",0.0897101014852524
"832",0.0275137443095446
"833",0
"834",0
"835",0
"836",0.376380026340485
"837",0
"838",0
"839",0
"840",0
"841",0
"842",0
"843",0
"844",0
"845",0
"846",0
"847",0
"848",0
"849",0
"850",0
"851",0
"852",0
"853",0
"854",0
"855",0
"856",0
"857",0
"858",0.000781289301812649
"859",0
"860",0
"861",0.0102708498016
"862",0
"863",0.0892020240426064
"864",0
"865",0.123125679790974
"866",0.0803012102842331
"867",0
"868",0
"869",0.00741852261126041
"870",0
"871",0
"872",0
"873",0
"874",0
"875",0.212170019745827
"876",0
"877",0
"878",0
"879",0
"880",0
"881",0.00699275266379118
"882",0
"883",0.559844791889191
"884",0
"885",0
"886",0.053233802318573
"887",0
"888",0.00161406595725566
"889",0
"890",0
"891",0.0127924717962742
"892",0
"893",0
"894",0
"895",0
"896",0
"897",0
"898",0
"899",0
"900",0.0995134934782982
"901",0.0815519765019417
"902",0
"903",0
"904",0
"905",0
"906",0
"907",0
"908",0.0259892102330923
"909",0
"910",0.0495701730251312
"911",0
"912",0
"913",0
"914",0
"915",0
"916",0
"917",0
"918",0
"919",0
"920",0
"921",0
"922",0
"923",0
"924",0
"925",0.345736712217331
"926",0.128600433468819
"927",0
"928",0
"929",0.0112457657232881
"930",0
"931",0
"932",0.00770853646099567
"933",0
"934",0
"935",0.207154154777527
"936",0
"937",0
"938",0
"939",0.0429878011345863
"940",0
"941",0
"942",0
"943",0
"944",0
"945",0
"946",0
"947",0.0175911597907543
"948",0
"949",0
"950",0
"951",0
"952",0
"953",0
"954",0.100995793938637
"955",0.00851082243025303
"956",0
"957",0
"958",0
"959",0
"960",0
"961",0
"962",0.028550935909152
"963",0
"964",0.0236292146146297
"965",0
"966",0
"967",0
"968",0
"969",0
"970",0
"971",0.0123121738433838
"972",0.000542473047971725
"973",0
"974",0
"975",0
"976",0
"977",0
"978",0
"979",0
"980",0
"981",0
"982",0
"983",0.00692622363567352
"984",0
"985",0
"986",0
"987",0
"988",0
"989",0
"990",0
"991",0
"992",0.0224900152534246
"993",0
"994",0
"995",0
"996",0
"997",0.0320376940071583
"998",0
"999",0
"1000",0
"1001",0
"1002",0
"1003",0
"1004",0
"1005",0
"1006",0.124954864382744
"1007",0
"1008",0
"1009",0
"1010",0
"1011",0
"1012",0
"1013",0.164402887225151
"1014",0
"1015",0
"1016",0.0576052255928516
"1017",0
"1018",0
"1019",0
"1020",0
"1021",0.0630777180194855
"1022",0
"1023",0
"1024",0
"1025",0.165842369198799
"1026",0
"1027",0
"1028",0
"1029",0
"1030",0.0662881210446358
"1031",0
"1032",0.00380371743813157
"1033",0.0490383841097355
"1034",0
"1035",0
"1036",0
"1037",0
"1038",0
"1039",0
"1040",0
"1041",0
"1042",0
"1043",0
"1044",0
"1045",0
"1046",0.112681247293949
"1047",0
"1048",0
"1049",0
"1050",0
"1051",0.157715067267418
"1052",0
"1053",0
"1054",0.0503872893750668
"1055",0
"1056",0
"1057",0
"1058",0
"1059",0.113503493368626
"1060",0
"1061",0
"1062",0
"1063",0.264400959014893
"1064",0
"1065",0
"1066",0
"1067",0
"1068",0
"1069",0
"1070",0
"1071",0
"1072",0
"1073",0
"1074",0
"1075",0
"1076",0
"1077",0
"1078",0
"1079",0
"1080",0
"1081",0
"1082",0
"1083",0
"1084",0.0111037883907557
"1085",0
"1086",0
"1087",0
"1088",0.164571404457092
"1089",0
"1090",0
"1091",0.0149221289902925
"1092",0
"1093",0.0317945554852486
"1094",0
"1095",0
"1096",0
"1097",0
"1098",0
"1099",0.0103481821715832
"1100",0
"1101",0
"1102",0
"1103",0
"1104",0.0305415987968445
"1105",0
"1106",0
"1107",0
"1108",0
"1109",0
"1110",0
"1111",0
"1112",0
"1113",0
"1114",0
"1115",0
"1116",0
"1117",0
"1118",0
"1119",0
"1120",0
"1121",0
"1122",0
"1123",0
"1124",0
"1125",0
"1126",0
"1127",0
"1128",0
"1129",0
"1130",0
"1131",0
"1132",0
"1133",0
"1134",0
"1135",0
"1136",0
"1137",0
"1138",0
"1139",0.00804740469902754
"1140",0
"1141",0
"1142",0
"1143",0
"1144",0
"1145",0
"1146",0.0658626779913902
"1147",0
"1148",0
"1149",0
"1150",0.0591017305850983
"1151",0.0355547070503235
"1152",0
"1153",0
"1154",0.0436715893447399
"1155",0
"1156",0
"1157",0
"1158",0
"1159",0
"1160",0
"1161",0
"1162",0
"1163",0
"1164",0
"1165",0
"1166",0
"1167",0.126915842294693
"1168",0
"1169",0
"1170",0
"1171",0
"1172",0
"1173",0
"1174",0.000324385619023815
"1175",0
"1176",0
"1177",0.0278469398617744
"1178",0
"1179",0
"1180",0
"1181",0
"1182",0
"1183",0.396162092685699
"1184",0
"1185",0
"1186",0
"1187",0
"1188",0
"1189",0
"1190",0
"1191",0
"1192",0
"1193",0
"1194",0
"1195",0
"1196",0
"1197",0
"1198",0.0706342086195946
"1199",0.0414507351815701
"1200",0
"1201",0
"1202",0
"1203",0
"1204",0
"1205",0
"1206",0
"1207",0
"1208",0.0362831205129623
"1209",0
"1210",0
"1211",0
"1212",0
"1213",0
"1214",0.0816177278757095
"1215",0.00908251665532589
"1216",0
"1217",0
"1218",0
"1219",0
"1220",0.0111768553033471
"1221",0
"1222",0
"1223",0
"1224",0
"1225",0
"1226",0
"1227",0
"1228",0.0563521832227707
"1229",0
"1230",0
"1231",0
"1232",0.025766771286726
"1233",0
"1234",0
"1235",0
"1236",0.420221745967865
"1237",0.00584216322749853
"1238",0
"1239",0
"1240",0
"1241",0
"1242",0
"1243",0
"1244",0
"1245",0.0793485715985298
"1246",0.0950444936752319
"1247",0
"1248",0
"1249",0
"1250",0
"1251",0
"1252",0
"1253",0
"1254",0
"1255",0
"1256",0
"1257",0
"1258",0
"1259",0
"1260",0
"1261",0.140724614262581
"1262",0
"1263",0
"1264",0
"1265",0.188388869166374
"1266",0
"1267",0.00296139670535922
"1268",0
"1269",0
"1270",0
"1271",0
"1272",0
"1273",0.00294171995483339
"1274",0.058554470539093
"1275",0
"1276",0
"1277",0.141883701086044
"1278",0
"1279",0
"1280",0
"1281",0
"1282",0
"1283",0
"1284",0
"1285",0
"1286",0
"1287",0.00305863353423774
"1288",0
"1289",0
"1290",0.00106556690298021
"1291",0
"1292",0
"1293",0
"1294",0
"1295",0.0370840765535831
"1296",0
"1297",0
"1298",0
"1299",0.129182174801826
"1300",0
"1301",0
"1302",0
"1303",0
"1304",0
"1305",0
"1306",0
"1307",0
"1308",0
"1309",0
"1310",0
"1311",0.366592049598694
"1312",0.00445534661412239
"1313",0
"1314",0
"1315",0
"1316",0
"1317",0
"1318",0
"1319",0
"1320",0
"1321",0.102603584527969
"1322",0
"1323",0
"1324",0
"1325",0
"1326",0.134494379162788
"1327",0
"1328",0.0405140668153763
"1329",0.0657133385539055
"1330",0
"1331",0
"1332",0
"1333",0
"1334",0.0182201769202948
"1335",0.0736143440008163
"1336",0
"1337",0.00589180132374167
"1338",0.0706657692790031
"1339",0
"1340",0
"1341",0
"1342",0
"1343",0
"1344",0.00401213113218546
"1345",0.135516867041588
"1346",0
"1347",0
"1348",0
"1349",0.0265483409166336
"1350",0
"1351",0
"1352",0
"1353",0
"1354",0
"1355",0
"1356",0
"1357",0
"1358",0
"1359",0
"1360",0
"1361",0
"1362",0.00287091406062245
"1363",0
"1364",0
"1365",0.0966027230024338
"1366",0
"1367",0
"1368",0.00408580899238586
"1369",0
"1370",0
"1371",0.0103636272251606
"1372",0
"1373",0.0271508600562811
"1374",0
"1375",0
"1376",0
"1377",0
"1378",0
"1379",0
"1380",0.00592583324760199
"1381",0
"1382",0
"1383",0
"1384",0
"1385",0
"1386",0
"1387",0
"1388",0
"1389",0
"1390",0
"1391",0
"1392",0
"1393",0
"1394",0
"1395",0
"1396",0
"1397",0
"1398",0.0048181782476604
"1399",0
"1400",0.0280673187226057
"1401",0.0326055958867073
"1402",0.101070791482925
"1403",0.00870252307504416
"1404",0
"1405",0
"1406",0
"1407",0
"1408",0
"1409",0
"1410",0
"1411",0
"1412",0
"1413",0.0358571782708168
"1414",0
"1415",0
"1416",0
"1417",0
"1418",0.0112643009051681
"1419",0
"1420",0
"1421",0.336601793766022
"1422",0
"1423",0
"1424",0
"1425",0
"1426",0
"1427",0
"1428",0
"1429",0
"1430",0
"1431",0
"1432",0
"1433",0
"1434",0
"1435",0
"1436",0
"1437",0
"1438",0
"1439",0
"1440",0
"1441",0
"1442",0.00772745441645384
"1443",0.0867183282971382
"1444",0
"1445",0.00253995368257165
"1446",0.212869361042976
"1447",0
"1448",0
"1449",0.133172631263733
"1450",0
"1451",0
"1452",0
"1453",0
"1454",0
"1455",0
"1456",0
"1457",0
"1458",0
"1459",0
"1460",0.0195975285023451
"1461",0
"1462",0
"1463",0
"1464",0
"1465",0
"1466",0
"1467",0
"1468",0.0844494327902794
"1469",0.0279797855764627
"1470",0
"1471",0
"1472",0
"1473",0
"1474",0
"1475",0
"1476",0
"1477",0
"1478",0
"1479",0.0541334748268127
"1480",0.018517279997468
"1481",0
"1482",0.134376794099808
"1483",0
"1484",0
"1485",0
"1486",0
"1487",0
"1488",0
"1489",0
"1490",0
"1491",0
"1492",0.590056538581848
"1493",0
"1494",0
"1495",0
"1496",0.0138625437393785
"1497",0
"1498",0
"1499",0
"1500",0
"1501",0
"1502",0
"1503",0.0562990419566631
"1504",0
"1505",0
"1506",0
"1507",0
"1508",0
"1509",0.0702330768108368
"1510",0
"1511",0
"1512",0.00853541027754545
"1513",0.123663932085037
"1514",0
"1515",0.157257080078125
"1516",0
"1517",0
"1518",0
"1519",0
"1520",0
"1521",0
"1522",0
"1523",0
"1524",0
"1525",0
"1526",0
"1527",0
"1528",0
"1529",0
"1530",0
"1531",0.00978514738380909
"1532",0
"1533",0
"1534",0
"1535",0.00561717385426164
"1536",0
"1537",0.195657104253769
"1538",0.126067385077477
"1539",0.035879161208868
"1540",0
"1541",0
"1542",0
"1543",0
"1544",0.000550822645891458
"1545",0
"1546",0
"1547",0.111948356032372
"1548",0.0197772569954395
"1549",0
"1550",0
"1551",0
"1552",0
"1553",0
"1554",0
"1555",0
"1556",0
"1557",0.0578037947416306
"1558",0
"1559",0
"1560",0
"1561",0
"1562",0
"1563",0
"1564",0
"1565",0
"1566",0
"1567",0
"1568",0
"1569",0
"1570",0
"1571",0.0130523648113012
"1572",0
"1573",0
"1574",0
"1575",0.0228501968085766
"1576",0
"1577",0
"1578",0
"1579",0
"1580",0
"1581",0.332672417163849
"1582",0
"1583",0
"1584",0
"1585",0
"1586",0
"1587",0
"1588",0.0250717829912901
"1589",0
"1590",0
"1591",0.00618149945512414
"1592",0
"1593",0
"1594",0
"1595",0
"1596",0
"1597",0
"1598",0
"1599",0
"1600",0
"1601",0.0945930927991867
"1602",0
"1603",0.0105300592258573
"1604",0.14404109120369
"1605",0
"1606",0
"1607",0
"1608",0
"1609",0.0192088428884745
"1610",0.0697566643357277
"1611",0
"1612",0.0309189576655626
"1613",0
"1614",0
"1615",0.018042566254735
"1616",0
"1617",0
"1618",0
"1619",0
"1620",0
"1621",0.131083860993385
"1622",0
"1623",0
"1624",0
"1625",0
"1626",0
"1627",0
"1628",0
"1629",0
"1630",0
"1631",0.0139846662059426
"1632",0
"1633",0
"1634",0
"1635",0.0435343682765961
"1636",0
"1637",0
"1638",0
"1639",0.0182396192103624
"1640",0
"1641",0
"1642",0
"1643",0
"1644",0
"1645",0
"1646",0
"1647",0
"1648",0
"1649",0
"1650",0.019949221983552
"1651",0
"1652",0
"1653",0
"1654",0
"1655",0
"1656",0
"1657",0.161817952990532
"1658",0
"1659",0.0869892537593842
"1660",0.00415820442140102
"1661",0
"1662",0.00520848482847214
"1663",0
"1664",0
"1665",0
"1666",0.116141781210899
"1667",0
"1668",0
"1669",0
"1670",0
"1671",0
"1672",0
"1673",0
"1674",0
"1675",0
"1676",0
"1677",0
"1678",0
"1679",0.0382417626678944
"1680",0
"1681",0.0579103603959084
"1682",0
"1683",0
"1684",0
"1685",0
"1686",0
"1687",0
"1688",0
"1689",0
"1690",0
"1691",0.00779291335493326
"1692",0
"1693",0
"1694",0
"1695",0
"1696",0
"1697",0
"1698",0.0528273470699787
"1699",0
"1700",0
"1701",0
"1702",0
"1703",0.00965905375778675
"1704",0.341178566217422
"1705",0.00697090849280357
"1706",0.173771858215332
"1707",0.00101861008442938
"1708",0
"1709",0
"1710",0.0422333069145679
"1711",0.0266731791198254
"1712",0
"1713",0
"1714",0.386115103960037
"1715",0.383941233158112
"1716",0
"1717",0.231811478734016
"1718",0.0171407964080572
"1719",0
"1720",0
"1721",0.00129365548491478
"1722",0
"1723",0.0205558072775602
"1724",0
"1725",0
"1726",0
"1727",0.329245150089264
"1728",0
"1729",0
"1730",0
"1731",0
"1732",0
"1733",0
"1734",0.0860507860779762
"1735",0
"1736",0
"1737",0
"1738",0
"1739",0.0346529893577099
"1740",0
"1741",0
"1742",0.0973271802067757
"1743",0
"1744",0
"1745",0.0108393160626292
"1746",0
"1747",0
"1748",0.103372685611248
"1749",0
"1750",0
"1751",0.0159569922834635
"1752",0
"1753",0
"1754",0
"1755",0
"1756",0
"1757",0
"1758",0
"1759",0
"1760",0.120956465601921
"1761",0
"1762",0.0712840929627419
"1763",0.00931188371032476
"1764",0
"1765",0
"1766",0
"1767",0.142197117209435
"1768",0
"1769",0
"1770",0
"1771",0
"1772",0.0017849812284112
"1773",0
"1774",0
"1775",0
"1776",0
"1777",0
"1778",0
"1779",0
"1780",0
"1781",0
"1782",0
"1783",0
"1784",0
"1785",0
"1786",0.0545470975339413
"1787",0
"1788",0
"1789",0
"1790",0
"1791",0
"1792",0
"1793",0
"1794",0
"1795",0
"1796",0.0294392965734005
"1797",0
"1798",0.0224446281790733
"1799",0.00227400986477733
"1800",0.152676239609718
"1801",0
"1802",0.0746306329965591
"1803",0
"1804",0
"1805",0
"1806",0
"1807",0
"1808",0
"1809",0.0108319371938705
"1810",0
"1811",0
"1812",0
"1813",0
"1814",0
"1815",0
"1816",0.0193613860756159
"1817",0.0291393753141165
"1818",0
"1819",0
"1820",0
"1821",0
"1822",0
"1823",0
"1824",0
"1825",0
"1826",0
"1827",0
"1828",0
"1829",0
"1830",0
"1831",0
"1832",0.00744800409302115
"1833",0
"1834",0
"1835",0
"1836",0
"1837",0
"1838",0
"1839",0
"1840",0
"1841",0.0844941511750221
"1842",0.0180761069059372
"1843",0
"1844",0
"1845",0
"1846",0
"1847",0
"1848",0
"1849",0
"1850",0
"1851",0
"1852",0
"1853",0
"1854",0.0928467735648155
"1855",0
"1856",0
"1857",0.102003127336502
"1858",0
"1859",0
"1860",0
"1861",0
"1862",0
"1863",0
"1864",0
"1865",0
"1866",0
"1867",0
"1868",0
"1869",0
"1870",0
"1871",0.131984919309616
"1872",0
"1873",0
"1874",0
"1875",0
"1876",0.0210426971316338
"1877",0.146163389086723
"1878",0
"1879",0
"1880",0
"1881",0
"1882",0
"1883",0.110032580792904
"1884",0
"1885",0
"1886",0
"1887",0
"1888",0
"1889",0
"1890",0
"1891",0.197039633989334
"1892",0
"1893",0
"1894",0
"1895",0
"1896",0
"1897",0
"1898",0
"1899",0
"1900",0
"1901",0
"1902",0
"1903",0
"1904",0
"1905",0
"1906",0
"1907",0
"1908",0
"1909",0
"1910",0
"1911",0.0680255889892578
"1912",0
"1913",0.0165275111794472
"1914",0
"1915",0.0621594935655594
"1916",0
"1917",0
"1918",0
"1919",0.768618226051331
"1920",0
"1921",0
"1922",0.0159671865403652
"1923",0
"1924",0
"1925",0
"1926",0
"1927",0
"1928",0
"1929",0
"1930",0
"1931",0.326589524745941
"1932",0
"1933",0.01144665107131
"1934",0
"1935",0
"1936",0
"1937",0.0483584553003311
"1938",0
"1939",0.055631123483181
"1940",0.0427040122449398
"1941",0.108120612800121
"1942",0
"1943",0
"1944",0
"1945",0
"1946",0.0100353555753827
"1947",0
"1948",0
"1949",0
"1950",0
"1951",0.0233044028282166
"1952",0
"1953",0
"1954",0
"1955",0
"1956",0.0149564407765865
"1957",0.0340173132717609
"1958",0.00920519232749939
"1959",0
"1960",0
"1961",0
"1962",0
"1963",0
"1964",0
"1965",0
"1966",0.0242818556725979
"1967",0
"1968",0
"1969",0.0422966107726097
"1970",0
"1971",0.0168942958116531
"1972",0
"1973",0.0449791438877583
"1974",0
"1975",0
"1976",0
"1977",0
"1978",0
"1979",0
"1980",0
"1981",0
"1982",0
"1983",0
"1984",0
"1985",0
"1986",0
"1987",0
"1988",0
"1989",0
"1990",0
"1991",0
"1992",0.00236568110994995
"1993",0
"1994",0
"1995",0.0573657006025314
"1996",0
"1997",0
"1998",0.00370756816118956
"1999",0.0204249545931816
"2000",0
"2001",0
"2002",0
"2003",0
"2004",0
"2005",0
"2006",0
"2007",0
"2008",0
"2009",0
"2010",0
"2011",0
"2012",0
"2013",0
"2014",0
"2015",0
"2016",0
"2017",0.0831049904227257
"2018",0.00234252586960793
"2019",0.0120147503912449
"2020",0.00164386606775224
"2021",0
"2022",0
"2023",0
"2024",0
"2025",0
"2026",0.0120131894946098
"2027",0
"2028",0
"2029",0.0874886959791183
"2030",0
